Brand,Model,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
Mercedes-Benz,Sprinter 316,12800,other,260,2.7,Diesel,yes,2005
Volkswagen,Passat CC,27000,sedan,85,2,Diesel,yes,2013
Volkswagen,Passat B6,14800,sedan,143,2,Diesel,yes,2010
Renault,Scenic,2200,other,155,1.6,Petrol,no,2004
Volkswagen,T4 (Transporter),2900,van,433,2.4,Diesel,no,1995
Audi,A8,12000,sedan,200,6,Petrol,yes,2004
Volkswagen,Touareg,41000,crossover,180,3,Diesel,yes,2013
Audi,A6 Allroad,16300,vagon,180,3.2,Petrol,yes,2006
Renault,Kangoo,5300,van,145,1.5,Other,yes,2010
Mercedes-Benz,E-Class,40500,sedan,39,2.2,Diesel,yes,2015
Mercedes-Benz,Vito,4300,van,300,2.2,Diesel,no,2005
Volkswagen,Touareg,4000,crossover,137,2.5,Diesel,no,2004
Volkswagen,Golf V,9600,hatch,132,1.6,Petrol,yes,2007
Mitsubishi,Pajero Wagon,18000,crossover,112,3,Gas,yes,2008
Renault,Megane,11300,vagon,184,1.5,Diesel,yes,2011
Volkswagen,Polo,4999,hatch,131,1.4,Petrol,yes,2002
Mercedes-Benz,C-Class,24999,sedan,112,2.2,Diesel,yes,2012
Toyota,Venza,23300,crossover,93,2.7,Other,yes,2011
Toyota,Fortuner,14900,crossover,124,4,Petrol,yes,2006
Audi,A6,22800,sedan,184,2.7,Diesel,yes,2010
Mercedes-Benz,E-Class,35500,sedan,137,3,Diesel,yes,2011
Volkswagen,LT,15000,other,280,2.8,Diesel,yes,2006
Toyota,Corolla,8650,sedan,132,1.6,Petrol,yes,2008
Mitsubishi,Pajero Sport,22400,crossover,96,2.5,Diesel,yes,2011
Mitsubishi,Lancer X,10400,sedan,123,2,Petrol,yes,2009
Mercedes-Benz,GLS 63,195000,crossover,2,5.5,Petrol,yes,2016
Audi,A6 Allroad,10500,vagon,198,4.2,Gas,yes,2005
Renault,Duster,11900,crossover,68,1.5,Diesel,yes,2011
BMW,520,36900,sedan,17,2,Petrol,yes,2013
BMW,X5,24500,crossover,170,3,Diesel,yes,2006
Volkswagen,T4 (Transporter),4700,van,400,2.4,Diesel,yes,1999
Toyota,Auris,18100,hatch,30,1.6,Petrol,yes,2013
Mercedes-Benz,S 500,115000,sedan,47,4.6,Petrol,yes,2013
Mercedes-Benz,E-Class,10900,sedan,217,3.2,Diesel,yes,2002
BMW,530,7000,sedan,280,3,Petrol,yes,2001
Mercedes-Benz,S 350,NA,sedan,20,3,Diesel,yes,2015
Volkswagen,Passat B6,9999,vagon,161,2,Diesel,yes,2008
Mitsubishi,L 200,12300,other,160,2.5,Diesel,yes,2008
Volkswagen,Touareg,67622.55,crossover,0,3,Diesel,yes,2016
Volkswagen,Passat B7,18900,other,45,2,Diesel,yes,2013
Volkswagen,Passat B5,6999,sedan,248,1.8,Petrol,yes,2002
Mercedes-Benz,E-Class,10250,sedan,261,1.8,Petrol,yes,2003
Toyota,Corolla,3500,sedan,286,1.6,Petrol,yes,2000
BMW,X5,13500,crossover,250,3,Diesel,no,2006
BMW,525,2450,sedan,328,2.5,Diesel,no,1996
Volkswagen,T5 (Transporter),7500,van,180,2.5,Diesel,yes,2004
Volkswagen,Passat B6,4900,vagon,263,2,Diesel,no,2007
Audi,A6,4600,vagon,242,NA,Diesel,no,2004
Mercedes-Benz,E-Class,5000,vagon,248,2,Gas,yes,1996
BMW,X5,29900,crossover,235,3,Diesel,yes,2009
Renault,Symbol,7000,sedan,110,1.4,Petrol,yes,2012
Mitsubishi,Lancer X,11800,sedan,1,1.5,Gas,yes,2010
Mercedes-Benz,Vito,16500,van,223,2.2,Diesel,yes,2009
BMW,320,5300,sedan,147,2.2,Gas,no,2001
Mercedes-Benz,Vito,7200,van,200,2.2,Diesel,yes,2004
Volkswagen,Caddy,8500,van,230,1.9,Diesel,yes,2008
BMW,X5,39000,crossover,180,3,Diesel,yes,2011
Volkswagen,Passat B5,1850,vagon,270,1.9,Diesel,yes,2000
Audi,A7,36100,sedan,75,3,Diesel,yes,2011
Mitsubishi,Galant,3149.25,hatch,330,2,Gas,yes,1993
Renault,Kangoo,5800,van,159,1.5,Diesel,yes,2007
BMW,320,6700,sedan,370,2,Petrol,yes,1997
Renault,Duster,18988.13,crossover,0,1.5,Diesel,yes,2016
Mitsubishi,Colt,6300,sedan,128,NA,Petrol,yes,2007
BMW,535,7500,sedan,425,NA,Gas,yes,1996
Volkswagen,Caddy,28660,van,0,1.6,Diesel,yes,2016
BMW,320,2999,sedan,210,2,Other,no,1999
BMW,X5,64500,crossover,1,2,Diesel,yes,2016
Toyota,Land Cruiser Prado,21500,crossover,135,2,Gas,yes,2007
BMW,640,85555,sedan,10,3,Diesel,yes,2015
Volkswagen,Caddy,8650,van,108,1.6,Diesel,yes,2013
BMW,530,10600,sedan,1,3,Diesel,yes,2000
Toyota,Yaris,6900,hatch,109,1.3,Gas,yes,2007
Mercedes-Benz,CLK 200,2900,other,248,2,Petrol,no,1999
Mercedes-Benz,Vito,12250,other,185,2.2,Diesel,yes,2012
BMW,X3,21700,crossover,101,2.5,Gas,yes,2007
Mercedes-Benz,E-Class,2000,sedan,320,2.2,Diesel,no,1998
Audi,A6,9900,vagon,284,2.5,Diesel,yes,2004
Mercedes-Benz,Vito,5850,van,240,2.2,Diesel,yes,2001
Toyota,Corolla,8200,vagon,204,1.4,Diesel,yes,2005
Volkswagen,T4 (Transporter),NA,sedan,381,2.5,Diesel,yes,2000
Renault,Megane,7300,vagon,200,1.5,Diesel,yes,2008
Mitsubishi,Lancer,8000,sedan,145,2,Gas,yes,2007
Renault,Kangoo,6600,van,184,1.5,Diesel,yes,2012
Mercedes-Benz,E-Class,22500,sedan,164,1.8,Gas,yes,2012
Mercedes-Benz,Sprinter 313,13200,other,196,2.2,Other,yes,2012
Volkswagen,Caddy,1200,other,300,1.4,Gas,yes,2000
Volkswagen,T4 (Transporter),8900,van,264,2.5,Diesel,yes,2003
Mitsubishi,Lancer X,9200,sedan,163,2,Petrol,yes,2008
Mercedes-Benz,C-Class,10200,sedan,154,2.5,Petrol,yes,2006
Mercedes-Benz,E-Class,2700,sedan,121,2.5,Diesel,yes,1986
Mercedes-Benz,S 600,9500,sedan,246,6,Petrol,yes,1997
Mitsubishi,Pajero Wagon,26850,crossover,84,3.2,Diesel,yes,2012
Audi,Q7,21900,crossover,183,4.2,Petrol,yes,2007
Volkswagen,Polo,1700,hatch,250,1.4,Petrol,no,1998
Mercedes-Benz,GLC-Class,NA,crossover,0,2.2,Diesel,yes,2016
Toyota,Land Cruiser 200,NA,crossover,49,4.5,Diesel,yes,2014
Volkswagen,Golf IV,6500,hatch,225,1.4,Petrol,yes,2000
Mitsubishi,Outlander,10600,crossover,85,NA,Gas,yes,2006
Renault,Logan,5000,vagon,34,1.5,Diesel,yes,2013
BMW,520,38000,sedan,74,2,Diesel,yes,2014
Volkswagen,Passat B6,9599,sedan,140,1.8,Petrol,yes,2008
Mercedes-Benz,C-Class,10800,other,230,1.8,Petrol,yes,2006
Toyota,Rav 4,18800,crossover,105,2,Gas,yes,2011
Mitsubishi,Lancer,7650,sedan,133,1.5,Gas,yes,2008
Renault,Laguna,6300,vagon,125,2,Petrol,yes,2003
BMW,Z3,5000,other,75,1.9,Petrol,no,1998
Toyota,Highlander,28500,crossover,107,3.5,Gas,yes,2011
BMW,735,13000,sedan,193,3.6,Petrol,yes,2003
Toyota,Land Cruiser Prado,16999,crossover,157,2.7,Gas,yes,2007
BMW,X5,34500,other,160,3,Diesel,yes,2011
Volkswagen,Passat B6,10900,vagon,204,2,Diesel,yes,2007
Mitsubishi,Pajero Wagon,18999,crossover,121,3.8,Gas,yes,2008
BMW,530,9800,sedan,350,3,Diesel,yes,2001
Volkswagen,Golf III,4300,vagon,298,1.8,Petrol,yes,1998
Audi,A6,3900,vagon,260,2.5,Diesel,no,2003
Volkswagen,T5 (Transporter),13499,van,154,2,Diesel,yes,2013
Audi,A6,19990,sedan,127,2.8,Petrol,yes,2010
Renault,Espace,3400,van,260,2.2,Diesel,no,2005
Toyota,Camry,27800,sedan,157,3.5,Petrol,yes,2011
Volkswagen,Golf II,2300,hatch,320,1.6,Gas,yes,1989
BMW,523,30500,sedan,630,NA,Petrol,yes,2010
Renault,Kangoo,7650,van,151,1.5,Diesel,yes,2012
Volkswagen,Caddy,10000,van,220,1.9,Diesel,yes,2008
Volkswagen,Golf Variant,9700,vagon,130,1.6,Gas,yes,2008
Audi,A4,1950,sedan,320,19,Other,no,1996
Audi,A6,3800,sedan,270,2.5,Diesel,no,2000
Toyota,Land Cruiser Prado,26900,crossover,115,4,Gas,yes,2008
BMW,630,NA,other,35,3,Petrol,yes,2008
Toyota,Camry,12600,sedan,205,2.4,Gas,yes,2006
Volkswagen,T5 (Transporter),14899,van,158,2,Diesel,yes,2012
Renault,Kangoo,4999,vagon,252,1.5,Diesel,yes,2007
BMW,X6,57777,other,40,4,Diesel,yes,2012
Volkswagen,Touran,12350,van,167,1.4,Petrol,yes,2011
Audi,A6,7999,sedan,177,2.7,Gas,yes,2003
BMW,X5,21600,crossover,200,4.8,Other,yes,2007
Mitsubishi,Lancer X,8000,sedan,67,1.5,Petrol,yes,2009
Volkswagen,Golf IV,6799,hatch,1,1.4,Gas,yes,1998
Toyota,Camry,25749.75,sedan,0,2.5,Petrol,yes,2016
Volkswagen,Passat B5,8899,vagon,198,1.9,Other,yes,2004
Mercedes-Benz,S 500,26800,sedan,162,5.5,Petrol,yes,2007
Toyota,Land Cruiser 100,25555,crossover,128,4.7,Gas,yes,2004
Audi,Q5,25000,crossover,112,3.2,Petrol,yes,2010
Volkswagen,T5 (Transporter),15800,van,194,2,Diesel,yes,2012
BMW,320,3150,sedan,200,2,Diesel,no,1999
Toyota,Camry,12300,sedan,157,2.4,Gas,yes,2007
Toyota,Highlander,45500,crossover,45,3.5,Petrol,yes,2015
Renault,Master,6500,other,406,2.5,Diesel,yes,2004
Toyota,Rav 4,18999,crossover,95,2,Petrol,yes,2011
BMW,520,8500,sedan,260,2.2,Gas,yes,2001
Mercedes-Benz,Sprinter 211,8500,van,350,2.2,Diesel,yes,2004
Toyota,Land Cruiser Prado,13500,crossover,126,4,Petrol,no,2011
Volkswagen,Passat B5,2200,sedan,180,1.9,Diesel,no,2003
Volkswagen,Passat B7,18500,vagon,125,2,Diesel,yes,2011
Toyota,Tacoma,8420,other,150,2.7,Gas,yes,2005
Audi,A4,17500,vagon,144,2,Diesel,yes,2010
Audi,A4,9000,sedan,158,2,Gas,yes,2003
Volkswagen,Golf III,4400,hatch,238,1.6,Petrol,yes,1994
BMW,X5,NA,crossover,0,3,Diesel,yes,2016
Renault,Espace,7500,van,200,2.2,Diesel,yes,2002
Toyota,Camry,17950,sedan,87,2.4,Petrol,yes,2010
BMW,X6,51500,crossover,23,3,Petrol,yes,2013
Mitsubishi,Pajero Sport,10800,crossover,165,3,Gas,yes,2007
Volkswagen,Touran,33700,van,11,1.4,Petrol,yes,2016
Volkswagen,Touareg,17000,crossover,158,2.5,Diesel,yes,2007
Volkswagen,Touareg,11200,crossover,1,4.2,Petrol,yes,2004
BMW,530,4500,sedan,140,3,Diesel,no,2000
Toyota,Hilux,43999,other,0,2.8,Diesel,yes,2016
Audi,A8,39800,sedan,180,4.2,Other,yes,2012
BMW,328,6500,sedan,272,2.8,Petrol,yes,1996
Volkswagen,Passat B7,18700,vagon,196,2,Diesel,yes,2011
Audi,Q3,38500,vagon,75,2,Diesel,yes,2013
BMW,320,8200,sedan,241,2,Petrol,yes,1998
Audi,A4,7500,vagon,240,2,Petrol,yes,2002
Toyota,Camry,11550,sedan,95,2.4,Petrol,yes,2007
Mercedes-Benz,C-Class,39500,sedan,30,1.6,Petrol,yes,2014
Volkswagen,Phaeton,6200,sedan,161,4.2,Gas,no,2004
BMW,X5,17200,crossover,308,4.6,Gas,yes,2003
BMW,525,2900,sedan,280,2.5,Diesel,no,1997
Renault,Master,14600,other,169,2.3,Diesel,yes,2013
BMW,X6,34900,crossover,110,4.4,Petrol,yes,2010
Toyota,Land Cruiser 200,164500,crossover,0,4.5,Diesel,yes,2015
Audi,A6 Allroad,NA,crossover,1,3,Diesel,yes,2016
BMW,523,15299,other,136,NA,Petrol,yes,2008
Mercedes-Benz,CLK 220,7000,other,170,2.2,Petrol,no,2001
Mercedes-Benz,Sprinter 318,32000,van,255,3,Diesel,yes,2008
Renault,Grand Scenic,7500,vagon,168,1.5,Diesel,yes,2005
Volkswagen,T5 (Transporter),9000,other,217,2.5,Diesel,yes,2005
Mitsubishi,Lancer,7000,sedan,180,1.6,Gas,yes,2004
Mercedes-Benz,GLS 63,199999,crossover,0,5.5,Petrol,yes,2016
Audi,A6,2700,sedan,234,2.5,Other,no,2000
Volkswagen,Caddy,10950,van,165,2,Diesel,yes,2012
Toyota,Camry,15500,sedan,120,3.5,Petrol,yes,2008
Mercedes-Benz,S 500,8700,sedan,210,5,Petrol,yes,1997
Mercedes-Benz,Vito,6000,van,200,2.2,Diesel,yes,2000
Mitsubishi,Pajero Wagon,16950,crossover,135,3,Gas,yes,2008
Mercedes-Benz,Sprinter 212,15000,crossover,400,3,Diesel,yes,1997
Toyota,Hilux,26500,crossover,102,2.5,Diesel,yes,2013
Mercedes-Benz,C-Class,3100,vagon,400,2.2,Diesel,no,2002
Toyota,Land Cruiser 200,59900,crossover,90,4.5,Diesel,yes,2012
Toyota,Land Cruiser 76,63000,crossover,3,4.2,Diesel,yes,2013
Mercedes-Benz,ML 280,19800,crossover,218,3,Diesel,yes,2006
Volkswagen,T5 (Transporter),13000,van,110,1.9,Diesel,yes,2009
Audi,A6,12200,sedan,130,2.4,Petrol,yes,2006
Mitsubishi,Colt,5700,other,170,1.3,Petrol,yes,2006
Audi,A6,2550,sedan,370,2.5,Diesel,no,1998
Toyota,Camry,13500,sedan,144,3.5,Gas,yes,2007
Renault,Trafic,10200,van,183,2,Diesel,yes,2012
Audi,TT,13000,other,161,1.8,Gas,yes,2001
Volkswagen,Phaeton,10500,sedan,210,5,Diesel,yes,2004
BMW,525,3100,sedan,315,2.5,Diesel,no,1998
BMW,745,9400,sedan,221,4.4,Gas,yes,2004
Audi,A6,10000,sedan,206,2.5,Diesel,yes,2003
Mitsubishi,Galant,4200,sedan,270,2,Gas,yes,1998
Renault,Megane,7500,sedan,131,1.6,Petrol,yes,2009
Mercedes-Benz,E-Class,38600,other,12,1.8,Petrol,yes,2012
Toyota,Auris,8900,hatch,140,1.6,Petrol,yes,2008
Renault,Kangoo,4800,van,113,15,Diesel,yes,2006
Toyota,Land Cruiser 80,24000,crossover,270,4.2,Diesel,yes,1994
Mercedes-Benz,CL 63 AMG,51500,other,75,6.3,Petrol,yes,2009
Mercedes-Benz,S 320,5100,sedan,270,3.2,Diesel,no,2001
Mitsubishi,Lancer,4999,sedan,60,1.6,Petrol,yes,2007
Mitsubishi,Lancer,6666,sedan,162,NA,Petrol,yes,2007
Mitsubishi,Lancer X,9450,sedan,125,2,Gas,yes,2008
Audi,A6,3850,vagon,215,2.5,Diesel,no,2002
Renault,Megane,7800,vagon,170,1.5,Diesel,no,2013
Audi,Q7,49700,crossover,80,3,Diesel,yes,2013
Mitsubishi,Galant,9000,sedan,78,2.4,Gas,yes,2006
Toyota,Rav 4,18990,crossover,95,2,Petrol,yes,2011
Mitsubishi,Lancer,7200,sedan,102,1.6,Petrol,yes,2007
BMW,X6 M,117000,crossover,1,NA,Other,yes,2016
Volkswagen,T6 (Transporter),11900,other,112,2,Diesel,yes,2011
Toyota,Corolla,2800,sedan,287,1.3,Petrol,yes,1995
Volkswagen,Passat B5,2200,sedan,272,1.9,Diesel,no,1998
Mitsubishi,Pajero Wagon,17500,crossover,170,3.8,Gas,yes,2008
Audi,R8,49900,other,79,4.2,Petrol,yes,2007
Volkswagen,T4 (Transporter),8650,van,238,2.5,Diesel,yes,2002
Audi,A4,8800,sedan,205,1.8,Petrol,yes,2003
Mercedes-Benz,GLE-Class,69999,crossover,0,2.2,Diesel,yes,2016
Volkswagen,Polo,8910.53,hatch,103,1.4,Petrol,yes,2012
Toyota,Land Cruiser Prado,15500,crossover,165,2.7,Gas,yes,2005
Audi,Q7,19500,crossover,175,3.6,Petrol,yes,2007
Toyota,Camry,27700,sedan,21,2.5,Petrol,yes,2015
Volkswagen,T5 (Transporter),9600,van,255,1.9,Diesel,yes,2004
BMW,X5,12500,crossover,176,3,Gas,yes,2002
Audi,A6 Allroad,4799,vagon,260,2.5,Diesel,no,2002
Toyota,Camry,20900,sedan,70,2.5,Petrol,yes,2012
Audi,A6,14900,sedan,203,2.8,Petrol,yes,2008
Toyota,Auris,12750,hatch,164,1.4,Diesel,yes,2012
BMW,116,5900,hatch,243,2,Petrol,no,2006
Mercedes-Benz,E-Class,2700,sedan,400,2.9,Diesel,yes,1997
Audi,A6,4700,sedan,400,2.6,Petrol,yes,1996
Audi,A6,9500,other,0,NA,Other,yes,2003
BMW,M6,77000,other,64,4.4,Petrol,yes,2012
Renault,Trafic,5900,van,250,1.9,Diesel,yes,2005
Volkswagen,Passat CC,24000,sedan,67,1.8,Petrol,yes,2012
Audi,A4,18400,vagon,151,2,Diesel,yes,2010
Mercedes-Benz,S 63 AMG,56800,sedan,74,6.3,Petrol,yes,2010
Renault,Sandero,8000,hatch,50,1.6,Petrol,yes,2012
Mercedes-Benz,E-Class,5000,sedan,382,2,Petrol,yes,1994
Mitsubishi,Lancer X,9900,sedan,98,2,Petrol,yes,2009
Mercedes-Benz,C-Class,18900,other,111,2.5,Petrol,yes,2009
Toyota,Land Cruiser Prado,20500,crossover,139,4,Gas,yes,2005
Volkswagen,Golf IV,2500,vagon,232,1.6,Petrol,no,2001
Renault,Megane,9000,vagon,179,1.5,Diesel,yes,2010
Renault,Megane,7700,sedan,100,1.6,Gas,yes,2008
Audi,A6,32300,hatch,54,2.8,Petrol,yes,2011
Mercedes-Benz,V 250,72700,van,42,2.2,Diesel,yes,2014
Renault,Megane,6200,sedan,246,1.4,Petrol,yes,2005
Audi,100,4000,sedan,400,2,Petrol,yes,1992
Toyota,Corolla,9003.15,sedan,43,1.3,Petrol,yes,2014
Mercedes-Benz,CLK 320,14900,other,195,3.2,Gas,yes,1999
Mercedes-Benz,V 250,NA,van,0,2.2,Diesel,yes,2016
Audi,A6,2200,sedan,250,NA,Diesel,no,2001
Volkswagen,Caddy,NA,van,1,NA,Diesel,yes,2005
BMW,X5,65393.25,crossover,0,2,Diesel,yes,2016
Renault,Trafic,9000,van,158,2,Diesel,yes,2012
Audi,A8,NA,sedan,60,6.3,Petrol,yes,2013
Audi,A6,8500,sedan,253,2.5,Diesel,yes,2001
Renault,Megane,5900,hatch,171,1.5,Other,yes,2005
Mitsubishi,Colt,5100,hatch,250,1.3,Gas,yes,2006
Mercedes-Benz,S 500,40500,sedan,108,5.5,Petrol,yes,2010
Audi,A6,8600,sedan,154,1.8,Petrol,yes,2001
Mitsubishi,Lancer,5900,sedan,142,1.6,Gas,yes,2005
Volkswagen,Passat CC,17900,other,123,1.8,Petrol,yes,2010
BMW,X1,34400,crossover,37,2,Diesel,yes,2013
BMW,525,13500,sedan,138,2.5,Petrol,yes,2004
Renault,Trafic,9600,van,175,2,Diesel,yes,2007
Mercedes-Benz,SLK 200,15000,other,82,1.8,Petrol,yes,2004
Mercedes-Benz,CLK 280,22000,other,53,3,Petrol,yes,2007
Volkswagen,Touareg,13700,other,200,2.5,Diesel,yes,2005
BMW,535,38000,sedan,61,NA,Petrol,yes,2013
Toyota,Camry,18800,sedan,47,2.4,Petrol,yes,2009
Volkswagen,Polo,7600,hatch,127,1.4,Petrol,yes,2007
Toyota,Auris,11950,hatch,120,1.4,Petrol,yes,2013
Audi,A6,11300,sedan,202,2.7,Diesel,no,2008
Volkswagen,T5 (Transporter),13500,van,43,2,Diesel,yes,2014
Toyota,Camry,11990,sedan,129,2.4,Petrol,yes,2007
Toyota,Land Cruiser Prado,16500,other,130,2.7,Gas,yes,2004
BMW,X5,19000,crossover,215,3,Diesel,yes,2006
Renault,Kangoo,5500,van,160,1.5,Diesel,yes,2005
BMW,535,39999,sedan,45,3,Petrol,yes,2011
Toyota,Camry,15500,sedan,140,2.4,Gas,yes,2007
Mitsubishi,Pajero Sport,11700,crossover,197,3,Gas,yes,2006
Volkswagen,Passat B5,2750,vagon,1,1.9,Diesel,no,2001
Renault,Megane,7150,vagon,1,1.5,Diesel,yes,2005
BMW,118,10500,hatch,220,2,Petrol,yes,2005
Mercedes-Benz,E-Class,24900,sedan,97,1.8,Petrol,yes,2012
Toyota,Camry,NA,sedan,24,2.5,Petrol,yes,2015
Mercedes-Benz,C-Class,26000,other,22,1.8,Petrol,yes,2014
Mercedes-Benz,ML 63 AMG,21500,crossover,148,6.2,Petrol,yes,2008
BMW,318,2222,sedan,268,1.8,Petrol,no,1996
BMW,320,2900,vagon,236,2,Diesel,no,2001
Volkswagen,Golf III,4600,hatch,1,1.8,Gas,yes,1996
Mercedes-Benz,190,3200,sedan,198,2,Gas,yes,1992
Mitsubishi,Outlander XL,19400,crossover,78,2.4,Petrol,yes,2012
Renault,Laguna,4000,sedan,215,1.9,Diesel,no,2005
BMW,X5,65099,crossover,0,2,Diesel,yes,2016
BMW,550,53999,sedan,80,2.99,Diesel,yes,2012
Renault,Clio,9200,vagon,155,1.5,Diesel,yes,2010
Mitsubishi,Outlander XL,19400,crossover,78,NA,Petrol,yes,2012
Mercedes-Benz,V 250,109999,van,0,2.2,Diesel,yes,2016
Mercedes-Benz,Vito,23500,van,170,2.2,Diesel,yes,2011
Audi,100,4800,sedan,390,2.6,Petrol,yes,1993
Toyota,Camry,13500,sedan,100,2.4,Petrol,yes,2007
Toyota,Corolla,8700,sedan,131,1.6,Gas,yes,2007
Mercedes-Benz,S 500,12300,sedan,423,5,Gas,yes,1997
Mitsubishi,Pajero Pinin,7900,other,148,1.8,Petrol,yes,2003
Volkswagen,Caddy,10700,van,153,2,Diesel,yes,2010
Renault,Kangoo,6800,van,185,1.6,Other,yes,2006
Renault,Scenic,8500,van,157,1.5,Diesel,no,2013
Mitsubishi,Pajero Wagon,18700,crossover,97,3.2,Diesel,yes,2009
BMW,525,1900,vagon,285,2.5,Diesel,no,1997
Mercedes-Benz,Vito,15500,van,75,2,Diesel,yes,2011
Volkswagen,Polo,8700,hatch,148,1.4,Other,yes,2008
Mercedes-Benz,S 350,47300,sedan,121,3,Diesel,yes,2012
BMW,525,5000,sedan,400,2.5,Petrol,yes,1991
Toyota,Land Cruiser Prado,24000,crossover,73,4,Petrol,yes,2008
Volkswagen,Jetta,14800,sedan,85,1.4,Petrol,yes,2013
Mitsubishi,Pajero,5500,crossover,1,2,Petrol,yes,1986
Mercedes-Benz,Vito,6400,van,290,2.2,Diesel,yes,1999
Mitsubishi,Outlander XL,19000,crossover,139,2.4,Gas,yes,2011
Mercedes-Benz,Vito,11700,van,211,2.2,Diesel,yes,2007
Volkswagen,Passat B6,6500,vagon,101,2,Diesel,yes,2011
Volkswagen,Bora,4999,sedan,145,2,Petrol,yes,2000
Volkswagen,Golf II,1900,hatch,100,1.6,Petrol,yes,1989
Renault,Kangoo,8999,vagon,100,1.5,Diesel,yes,2009
Volkswagen,Touran,12700,van,164,1.6,Diesel,yes,2012
Mercedes-Benz,E-Class,2200,sedan,168,2,Petrol,no,1994
BMW,328,32500,vagon,65,2,Petrol,yes,2014
Volkswagen,Passat B7,16800,vagon,149,1.4,Gas,yes,2013
Mercedes-Benz,Vito,8999,van,360,2.2,Diesel,yes,2006
Audi,A6,2500,sedan,407,2.8,Gas,no,1999
BMW,750,37000,sedan,95,4.4,Petrol,yes,2011
Volkswagen,Passat B7,19500,sedan,82,1.8,Petrol,yes,2011
Volkswagen,T5 (Transporter),10900,van,240,2.5,Diesel,yes,2007
BMW,328,36500,sedan,33,2,Diesel,yes,2014
Renault,Kangoo,7300,van,154,1.5,Diesel,yes,2012
BMW,530,17500,vagon,125,3,Diesel,yes,2006
Audi,A8,24500,sedan,122,4,Diesel,yes,2008
Toyota,Rav 4,15500,crossover,146,2.4,Gas,yes,2008
Mercedes-Benz,S 320,4050,sedan,200,NA,Diesel,yes,2001
Mitsubishi,Outlander,25000,crossover,0,2,Petrol,yes,2016
Mercedes-Benz,C-Class,11900,sedan,167,1.8,Petrol,yes,2005
Mercedes-Benz,Sprinter 212,8000,van,40,2.9,Diesel,yes,1999
Mitsubishi,Pajero Wagon,16900,crossover,126,3,Gas,yes,2008
Toyota,Rav 4,8800,crossover,205,2,Petrol,yes,2002
BMW,523,13000,sedan,220,2.5,Petrol,yes,2005
Renault,Kangoo,7500,van,43,1.5,Diesel,yes,2013
Toyota,Camry,8300,sedan,140,3,Petrol,yes,2002
Toyota,Land Cruiser 100,18700,crossover,250,4.7,Gas,yes,2004
Toyota,Camry,28787.85,sedan,0,2.5,Petrol,yes,2016
Mercedes-Benz,C-Class,16500,sedan,190,2.2,Diesel,yes,2007
Mitsubishi,Outlander XL,13900,crossover,127,3,Petrol,yes,2008
Audi,80,1350,vagon,400,1.9,Diesel,no,1994
Toyota,Rav 4,20859.15,crossover,1,2,Petrol,yes,2016
Mitsubishi,Pajero Wagon,28800,crossover,100,3.2,Diesel,yes,2013
Mercedes-Benz,GLK 220,34900,crossover,64,2.2,Diesel,yes,2013
BMW,520,37500,other,45,2,Petrol,yes,2013
Mercedes-Benz,E-Class,19700,sedan,220,2.2,Diesel,yes,2009
Mercedes-Benz,Vito,12800,other,116,2.2,Diesel,yes,2013
Mercedes-Benz,Vito,8000,van,293,NA,Diesel,yes,1999
Renault,Kangoo,4600,van,265,1.5,Diesel,yes,2008
Mercedes-Benz,Sprinter 318,17977,van,322,3,Diesel,yes,2007
Volkswagen,Polo,11962,sedan,0,1.6,Petrol,yes,2015
Volkswagen,Golf VI,12500,vagon,195,1.6,Diesel,yes,2013
Volkswagen,T4 (Transporter),9200,van,268,2.5,Diesel,yes,2003
Mercedes-Benz,E-Class,28500,sedan,148,2.2,Diesel,yes,2011
Volkswagen,Jetta,16950,sedan,38,2,Diesel,yes,2014
Mercedes-Benz,S 500,24750,sedan,212,5.5,Petrol,yes,2006
Mercedes-Benz,ML 250,57000,crossover,3,2.2,Diesel,yes,2015
Toyota,IQ,11300,hatch,87,1,Petrol,yes,2009
Mercedes-Benz,S 500,51000,sedan,119,4.7,Petrol,yes,2012
Audi,A8,NA,sedan,2,3,Diesel,yes,2015
Audi,A4,3000,vagon,270,1.9,Diesel,no,2001
Toyota,Celica,9800,other,250,1.8,Petrol,yes,2000
Volkswagen,Touareg,12850,crossover,200,2.5,Diesel,yes,2006
Mercedes-Benz,S 280,34999,sedan,150,2.8,Petrol,yes,1969
BMW,5 Series GT,52300,sedan,55,3,Diesel,yes,2013
BMW,520,3650,sedan,300,2,Petrol,yes,1990
BMW,X6,39900,crossover,82,3,Petrol,yes,2011
Renault,Megane,7400,vagon,200,1.5,Diesel,yes,2007
Volkswagen,T5 (Transporter),13999,van,175,2,Diesel,yes,2012
Mercedes-Benz,S 320,15500,sedan,270,3.2,Diesel,no,2007
Renault,Clio,8500,vagon,130,1.5,Diesel,yes,2012
BMW,5 Series GT,32500,other,86,3,Petrol,yes,2010
Toyota,Camry,14700,sedan,131,3.5,Gas,yes,2007
Volkswagen,T4 (Transporter),6500,van,310,1.9,Diesel,yes,1997
Renault,Kangoo,7800,van,139,1.5,Diesel,yes,2013
Mercedes-Benz,Vito,8700,van,290,2.2,Diesel,yes,2005
Renault,Megane,9000,hatch,56,1.6,Petrol,yes,2011
Mercedes-Benz,Vito,14800,van,139,3,Diesel,yes,2008
Toyota,Camry,13400,sedan,125,2.4,Petrol,yes,2008
